Gene_ID,Gene_Annotation ,Protein_Sequence_Length,mean_Similarity,NO_GOs ,Gos,Enzyme_Codes
g11027.t1,predicted protein [Nectria haematococca mpVI 77-13-4],442,43.50%,0,-,
g11028.t1,het domain-containing protein,693,45.25%,0,-,
g11029.t1,Pc20g12930 [Penicillium chrysogenum Wisconsin 54-1255],327,52.44%,0,-,
g1103.t1,flavin-nucleotide-binding protein,578,71.30%,1,F:FMN binding,-
g11030.t1,hypothetical protein GLRG_06007 [Glomerella graminicola M1.001],439,50.95%,3,F:molecular_function; P:biological_process; C:cellular_component,
g11031.t1,guanyl-specific ribonuclease f1,179,62.05%,3,F:endoribonuclease activity; F:RNA binding; F:ribonuclease T1 activity,EC:3.1.27.3
g11032.t1,kinesin light,136,77.75%,13,P:apoptosis; F:ATP binding; C:kinesin complex; F:binding; F:microtubule motor activity; F:nucleotide binding; F:nucleoside-triphosphatase activity; P:nucleoside metabolic process; F:catalytic activity; P:cellular amino acid metabolic process; F:pyridoxal phosphate binding; F:lyase activity; F:identical protein binding,
g11033.t1,Not Available,247,,0,-,
g11034.t1,arginase agmatinase formiminoglutamase,292,62.20%,3,P:arginine metabolic process; F:metal ion binding; F:arginase activity,EC:3.5.3.1
g11035.t1,hypothetical protein AOR_1_926114 [Aspergillus oryzae RIB40],534,56.00%,0,-,
g11036.t1,thioesterase thiol ester dehydrase-isomerase,295,61.55%,0,-,
g11037.t1,bactericidal permeability-increasing protein,730,69.05%,1,F:lipid binding,-
g11038.t1,Not Available,241,,0,-,
g11039.t1,Not Available,285,,0,-,
g1104.t1,carboxylesterase family protein,559,53.55%,1,F:hydrolase activity,-
g11040.t1,hypothetical protein NECHADRAFT_93895 [Nectria haematococca mpVI 77-13-4],392,71.65%,6,"P:photosynthetic electron transport in photosystem II; F:electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity; P:protein amino acid phosphorylation; F:ATP binding; C:plasma membrane light-harvesting complex; F:protein serine/threonine kinase activity",EC:2.7.11.0
g11041.t1,glucose-methanol-choline oxidoreductase,662,81.20%,3,"F:FAD binding; F:oxidoreductase activity, acting on CH-OH group of donors; P:alcohol metabolic process",-
g11042.t1,Not Available,491,,0,-,
g11043.t1,protein,375,47.33%,0,-,
g11044.t1,glycoside hydrolase family 3,645,73.15%,3,C:extracellular region; F:beta-glucosidase activity; P:cellulose catabolic process,EC:3.2.1.21
g11045.t1,Not Available,455,,0,-,
g11046.t1,mip transporter,397,58.85%,3,P:transport; C:integral to membrane; F:transporter activity,-
g11047.t1,methyltransferase type 11,259,66.45%,2,F:methyltransferase activity; P:methylation,EC:2.1.1.0
g11048.t1,methyltransferase domain-containing protein,341,63.50%,2,F:methyltransferase activity; P:methylation,EC:2.1.1.0
g11049.t1,allantoate permease of the major facilitator superfamily,527,64.20%,3,C:integral to membrane; C:endoplasmic reticulum; P:transmembrane transport,-
g1105.t1,c6 transcription,393,48.80%,4,"F:transcription factor activity; C:nucleus; F:zinc ion binding; P:regulation of transcription, DNA-dependent",-
g11050.t1,Not Available,90,,0,-,
g11051.t1,tam domain methyltransferase,373,67.00%,2,F:methyltransferase activity; P:methylation,EC:2.1.1.0
g11052.t1,glycoside hydrolase family 61 protein,246,77.20%,1,F:hydrolase activity,-
g11053.t1,galacturan -alpha-galacturonidase b,422,72.55%,5,"F:galacturan 1,4-alpha-galacturonidase activity; C:extracellular region; F:polygalacturonase activity; P:cellular cell wall organization; P:polysaccharide catabolic process",EC:3.2.1.67; EC:3.2.1.15
g11054.t1,cytochrome p450 pisatin,662,65.55%,6,F:heme binding; F:monooxygenase activity; P:methylation; F:electron carrier activity; P:oxidation reduction; F:methyltransferase activity,EC:2.1.1.0
g11055.t1,mfs transporter,507,69.65%,1,P:transmembrane transport,-
g11056.t1,Not Available,237,,0,-,
g11057.t1,Not Available,530,,0,-,
g11058.t1,c6 transcription,787,49.30%,5,"F:transcription factor activity; F:DNA binding; C:nucleus; F:zinc ion binding; P:regulation of transcription, DNA-dependent",-
g11059.t1,Not Available,234,,0,-,
g1106.t1,Not Available,161,,0,-,
g11060.t1,cell surface protein,642,84.55%,1,P:pathogenesis,-
g11061.t1,mfs alpha-glucoside,545,76.95%,4,C:integral to membrane; F:substrate-specific transmembrane transporter activity; P:transmembrane transport; P:carbohydrate transport,-
g11062.t1,sodium phosphate,615,77.00%,3,C:membrane; F:inorganic phosphate transmembrane transporter activity; P:phosphate transport,-
g11063.t1,Not Available,592,,0,-,
g11064.t1,Not Available,387,,0,-,
g11065.t1,sugar transporter,1301,78.90%,5,F:substrate-specific transmembrane transporter activity; C:integral to membrane; F:hydrolase activity; P:transmembrane transport; P:carbohydrate transport,-
g11066.t1,cytochrome p450,538,73.10%,4,F:heme binding; F:monooxygenase activity; P:oxidation reduction; F:electron carrier activity,-
g11067.t1,Not Available,306,,0,-,
g11068.t1,Not Available,291,,0,-,
g11069.t1,cutinase,229,74.35%,5,C:extracellular region; P:metabolic process; F:carboxylesterase activity; P:pathogenesis; F:cutinase activity,EC:3.1.1.1; EC:3.1.1.74
g1107.t1,like family protein,330,64.15%,3,F:catalytic activity; P:metabolic process; F:binding,-
g11070.t1,Not Available,854,,0,-,
g11071.t1,nitrate reductase,1048,67.55%,6,F:heme binding; F:nitrate reductase (NADH) activity; F:molybdenum ion binding; F:electron carrier activity; F:nitrate reductase [NAD(P)H] activity; P:oxidation reduction,EC:1.7.1.1; EC:1.7.1.2
g11072.t1,methyltransferase domain-containing protein,698,73.55%,2,F:methyltransferase activity; P:methylation,EC:2.1.1.0
g11073.t1,ribosomal protein l32,514,44.71%,1,C:ribosome,-
g11074.t1,tam domain methyltransferase,378,68.45%,2,F:methyltransferase activity; P:methylation,EC:2.1.1.0
g11075.t1,actin-binding protein,793,72.40%,1,F:actin binding,-
g11076.t1,haloalkanoic acid,242,82.40%,2,"P:metabolic process; F:hydrolase activity, acting on acid halide bonds, in C-halide compounds",EC:3.8.1.0
g11077.t1,Not Available,287,,0,-,
g11078.t1,Not Available,107,,0,-,
g11079.t1,glutamate-1-semialdehyde -,571,65.05%,5,F:pyridoxal phosphate binding; P:metabolic process; C:mitochondrion; F:isomerase activity; F:transaminase activity,EC:2.6.1.0
g1108.t1,fad binding domain protein,511,56.25%,3,F:FAD binding; P:oxidation reduction; F:(R)-6-hydroxynicotine oxidase activity,EC:1.5.3.6
g11080.t1,Not Available,256,,0,-,
g11081.t1,beta-lactamase-like protein,302,55.90%,1,F:hydrolase activity,-
g11082.t1,cupin domain-containing protein,182,73.55%,1,F:nutrient reservoir activity,-
g11083.t1,het domain protein,554,62.20%,0,-,
g11084.t1,Not Available,105,,0,-,
g11085.t1,rna binding protein ligatin,817,65.05%,2,P:translational initiation; F:translation initiation factor activity,-
g11086.t1,Not Available,320,,0,-,
g11087.t1,d-glycerate 3-kinase,711,60.15%,6,"F:GTP binding; F:phosphotransferase activity, alcohol group as acceptor; F:kinase activity; P:phosphorylation; P:SRP-dependent cotranslational protein targeting to membrane; F:ATP binding",EC:2.7.1.0
g11088.t1,tartrate,392,84.65%,5,F:NAD or NADH binding; F:tartrate dehydrogenase activity; P:oxidation reduction; F:magnesium ion binding; F:tartrate decarboxylase activity,EC:1.1.1.93; EC:4.1.1.73
g11089.t1,a-pheromone processing metallopeptidase ste23,1177,79.40%,3,F:metalloendopeptidase activity; P:proteolysis; F:zinc ion binding,EC:3.4.24.0
g1109.t1,Not Available,191,,0,-,
g11090.t1,Not Available,893,,0,-,
g11091.t1,Not Available,146,,0,-,
g11092.t1,long chain fatty alcohol oxidase,740,66.85%,3,F:FAD binding; F:long-chain-alcohol oxidase activity; P:oxidation reduction,EC:1.1.3.20
g11093.t1,Not Available,122,,0,-,
g11094.t1,Not Available,358,,0,-,
g11095.t1,Not Available,181,,0,-,
g11096.t1,Not Available,95,,0,-,
g11097.t1,zinc finger protein,1275,61.15%,1,F:zinc ion binding,-
g11098.t1,fatty acid elongase-like protein,473,67.30%,1,C:integral to membrane,-
g11099.t1,Not Available,258,,0,-,
g111.t1,mfs monosaccharide transporter,568,56.60%,4,F:substrate-specific transmembrane transporter activity; C:integral to membrane; P:transmembrane transport; P:carbohydrate transport,-
g1110.t1,Not Available,221,,0,-,
g11100.t1,Not Available,433,,0,-,
g11101.t1,unnamed protein product [Salinispora tropica CNB-440],506,54.00%,1,"F:transferase activity, transferring hexosyl groups",
g11102.t1,molybdenum cofactor biosynthesis protein c,197,76.75%,5,"F:metal ion binding; P:Mo-molybdopterin cofactor biosynthetic process; F:4 iron, 4 sulfur cluster binding; C:molybdopterin synthase complex; F:catalytic activity",-
g11103.t1,molybdenum cofactor biosynthesis protein 1 b,443,87.90%,5,"F:metal ion binding; P:Mo-molybdopterin cofactor biosynthetic process; F:4 iron, 4 sulfur cluster binding; C:molybdopterin synthase complex; F:catalytic activity",-
g11104.t1,wd40 domain-containing protein,532,62.45%,0,-,
g11105.t1,protein,361,45.23%,2,F:nucleic acid binding; F:nucleotide binding,-
g11106.t1,Not Available,632,,0,-,
g11107.t1,heat repeat protein,2065,81.00%,1,F:binding,-
g11108.t1,Not Available,185,,0,-,
g11109.t1,Not Available,529,,0,-,
g1111.t1,Not Available,240,,0,-,
g11110.t1,duf28 domain-containing protein,607,53.35%,0,-,
g11111.t1,mitochondrial cytochrome c oxidase assembly factor,248,79.60%,0,-,
g11112.t1,Not Available,512,,0,-,
g11113.t1,conserved hypothetical protein [Verticillium albo-atrum VaMs.102],738,58.25%,3,F:molecular_function; P:biological_process; C:cellular_component,
g11114.t1,Not Available,647,,0,-,
g11115.t1,Not Available,214,,0,-,
g11116.t1,Not Available,256,,0,-,
g11117.t1,"hypothetical protein CH063_08140, partial [Colletotrichum higginsianum]",771,57.00%,0,-,
g11118.t1,bifunctional purine biosynthetic protein,786,80.15%,6,C:cytoplasm; F:phosphoribosylamine-glycine ligase activity; F:phosphoribosylformylglycinamidine cyclo-ligase activity; P:'de novo' IMP biosynthetic process; P:purine base biosynthetic process; F:ATP binding,EC:6.3.4.13; EC:6.3.3.1
g11119.t1,mitogen-activated protein kinase kinase kinase,857,76.90%,4,P:protein amino acid phosphorylation; F:ATP binding; F:MAP kinase kinase kinase activity; P:signal transduction,EC:2.7.11.25
g1112.t1,2og-fe oxygenase family,362,51.35%,2,P:oxidation reduction; F:oxidoreductase activity,-
g11120.t1,Not Available,887,,0,-,
g11121.t1,hypothetical protein MGG_12870 [Magnaporthe oryzae 70-15],553,45.00%,3,F:molecular_function; P:biological_process; C:cellular_component,
g11122.t1,pdt domain-containing protein,466,67.40%,3,F:amino acid binding; P:L-phenylalanine biosynthetic process; F:prephenate dehydratase activity,EC:4.2.1.51
g11123.t1,conserved hypothetical protein [Ajellomyces capsulatus G186AR],303,48.50%,0,-,
g11124.t1,chromate transporter,570,78.70%,4,F:chromate transmembrane transporter activity; P:chromate transport; P:mycelium development; C:cellular_component,
g11125.t1,phosphate-repressible phosphate permease,586,75.00%,3,C:membrane; F:inorganic phosphate transmembrane transporter activity; P:phosphate transport,-
g11126.t1,chromate transport protein,95,83.80%,4,F:chromate transmembrane transporter activity; P:chromate transport; P:mycelium development; C:cellular_component,
g11127.t1,Not Available,483,,0,-,
g11128.t1,calcium-transporting atpase 3,1085,82.50%,5,"C:integral to membrane; F:ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism; P:ATP biosynthetic process; F:ATP binding; P:cation transport",-
g11129.t1,potassium transporter,296,61.55%,3,F:potassium ion transmembrane transporter activity; ; C:integral to membrane,-
g1113.t1,hypothetical protein [Podospora anserina S mat+],472,53.05%,9,"F:hydrolase activity, hydrolyzing O-glycosyl compounds; F:molecular_function; F:cellulose binding; P:carbohydrate metabolic process; P:biological_process; C:extracellular region; C:cellular_component; C:membrane; C:plasma membrane",
g11130.t1,aorsin endoprotease precursor,428,50.80%,5,C:extracellular space; P:proteolysis; F:calcium ion binding; F:serine-type endopeptidase activity; P:pathogenesis,EC:3.4.21.0
g11131.t1,Not Available,248,,0,-,
g11132.t1,catalase a,747,84.95%,4,P:hydrogen peroxide catabolic process; F:heme binding; F:catalase activity; P:oxidation reduction,EC:1.11.1.6
g11133.t1,erg4 erg24 ergosterol biosynthesis-like protein,936,61.40%,5,"C:integral to membrane; C:cytoplasm; F:oxidoreductase activity, acting on the CH-CH group of donors; F:binding; P:lipid metabolic process",-
g11134.t1,like family protein,392,64.30%,5,"C:integral to membrane; C:cytoplasm; F:oxidoreductase activity, acting on the CH-CH group of donors; F:binding; P:lipid metabolic process",-
g11135.t1,c6 transcription factor,944,50.20%,5,"F:transcription factor activity; F:DNA binding; C:nucleus; F:zinc ion binding; P:regulation of transcription, DNA-dependent",-
g11136.t1,Not Available,235,,0,-,
g11137.t1,oligopeptide transporter,726,75.00%,3,C:integral to membrane; P:oligopeptide transport; F:transporter activity,-
g11138.t1,Not Available,102,,0,-,
g11139.t1,Not Available,414,,0,-,
g1114.t1,Not Available,187,,0,-,
g11140.t1,carbohydrate esterase family 3 protein,349,65.90%,6,"F:hydrolase activity, acting on ester bonds; F:hydrolase activity, hydrolyzing O-glycosyl compounds; P:carbohydrate metabolic process; C:extracellular region; F:cellulose binding; P:lipid metabolic process",EC:3.2.1.0
g11141.t1,Not Available,205,,0,-,
g11142.t1,protein,539,41.55%,0,-,
g11143.t1,Not Available,224,,0,-,
g11144.t1,hypothetical protein NFIA_026080 [Neosartorya fischeri NRRL 181],397,38.00%,0,-,
g11145.t1,fungal specific transcription,837,46.30%,5,"F:transcription factor activity; F:DNA binding; C:nucleus; F:zinc ion binding; P:regulation of transcription, DNA-dependent",-
g11146.t1,Not Available,162,,0,-,
g11147.t1,prp 6 c domain-containing protein,749,57.00%,0,-,
g11148.t1,hypothetical protein CH063_08218 [Colletotrichum higginsianum],315,65.00%,3,F:catalytic activity; P:metabolic process; F:binding,-
g11149.t1,glycoside hydrolase family 75 protein,550,74.95%,1,F:hydrolase activity,-
g1115.t1,c6 zinc finger domain protein,1301,61.45%,5,"F:transcription factor activity; F:DNA binding; C:nucleus; F:zinc ion binding; P:regulation of transcription, DNA-dependent",-
g11150.t1,Not Available,270,,0,-,
g11151.t1,tpa: gpi anchored (afu_orthologue afua_6g02800),261,64.35%,0,-,
g11152.t1,Not Available,594,,0,-,
g11153.t1,dynactin arp1 p25 subunit,260,62.80%,3,F:molecular_function; P:biological_process; C:cellular_component,
g11154.t1,glyoxalase family protein,127,61.55%,1,"F:oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen",EC:1.13.11.0
g11155.t1,l-xylulose reductase,139,84.10%,7,F:binding; P:D-xylose metabolic process; P:glucose metabolic process; F:L-xylulose reductase (NADP+) activity; P:xylulose metabolic process; P:oxidation reduction; P:protein homotetramerization,EC:1.1.1.10
g11156.t1,Not Available,120,,0,-,
g11157.t1,integral membrane protein,761,57.10%,0,-,
g11158.t1,haloacid dehalogenase,261,59.65%,3,"P:metabolic process; F:phosphoglycolate phosphatase activity; F:hydrolase activity, acting on acid halide bonds, in C-halide compounds",EC:3.1.3.18; EC:3.8.1.0
g11159.t1,Not Available,254,,0,-,
g1116.t1,neutral alpha-glucosidase ab precursor,1278,78.00%,3,"F:carbohydrate binding; P:carbohydrate metabolic process; F:hydrolase activity, hydrolyzing O-glycosyl compounds",EC:3.2.1.0
g11160.t1,nuclear migration protein,1394,63.85%,2,F:molecular_function; C:cellular_component,
g11161.t1,Not Available,513,,0,-,
g11162.t1,nedd8-conjugating enzyme ubc12,218,89.60%,3,F:ATP binding; F:acid-amino acid ligase activity; P:post-translational protein modification,EC:6.3.2.0
g11163.t1,Not Available,279,,0,-,
g11164.t1,ketol-acid reductoisomerase,429,85.95%,8,F:ketol-acid reductoisomerase activity; F:metal ion binding; P:mycelium development; P:branched chain family amino acid biosynthetic process; F:isomerase activity; F:coenzyme binding; C:mitochondrion; P:oxidation reduction,EC:1.1.1.86
g11165.t1,mfs multidrug resistance,1263,72.35%,1,P:transmembrane transport,-
g11166.t1,pyridoxal-phosphate dependent enzyme,363,73.50%,3,P:metabolic process; F:pyridoxal phosphate binding; F:catalytic activity,-
g11167.t1,Not Available,119,,0,-,
g11168.t1,Not Available,158,,0,-,
g11169.t1,gamma-glutamyl phosphate reductase,648,82.95%,4,F:NADP or NADPH binding; P:proline biosynthetic process; F:glutamate-5-semialdehyde dehydrogenase activity; P:oxidation reduction,EC:1.2.1.41
g1117.t1,allantoate permease,673,72.65%,1,P:transmembrane transport,-
g11170.t1,Not Available,449,,0,-,
g11171.t1,Not Available,399,,0,-,
g11172.t1,Not Available,163,,0,-,
g11173.t1,Not Available,251,,0,-,
g11174.t1,Not Available,310,,0,-,
g11175.t1,Not Available,177,,0,-,
g11176.t1,Not Available,151,,0,-,
g11177.t1,Not Available,113,,0,-,
g11178.t1,apses transcription factor,1029,71.05%,3,"F:transcription factor activity; F:DNA binding; P:regulation of transcription, DNA-dependent",-
g11179.t1,unknown [Neurospora crassa],291,70.00%,0,-,
g1118.t1,Not Available,129,,0,-,
g11180.t1,Not Available,78,,0,-,
